job_title,Unnamed: 1,key_skills,role_category,location,functional_area,industry,role,longitude,latitude,salary,min_experience,max_experience
"it recruiter, technical recruiter",,head hunting| talent acquisition| recruitment executive| it recruitment| screening| technical recruitment| hiring| recruitment consultant| recruitment| sourcing| excel powerpoint| staffing,HR/ Recruitment / IR,noida,"hr , recruitment , administration , ir","it-software, software services",recruitment executive,77.3271074,28.5707841,1702,0.0,4.0
sap plm consultant - sap mm module,,sap plm| sap mm| sap ehs,Other,hyderabad,"it software - erp , crm","it-software, software services",outside consultant,78.4740613,17.360589,5553,10.0,15.0
python manager - iit/ iim/ dse/ isi,,microstrategy| business intelligence| cognos| business objects| tableau| aws| python| sql,Admin/Maintenance/Security/Datawarehousing,bengaluru,"it software - application programming , maintenance","it-software, software services",it/networking-manager,77.590082,12.9767936,2383,3.0,6.0
marketing manager - activation - iit/nit,,marketing| event management| brand management,Marketing,mumbai,"marketing , advertising , mr , pr , media planning","it-software, software services",marketing manager,72.8773928,19.0759899,6366,2.0,5.0
hiring .net developers for hyderabad location,,asp.net| ado.net| mvc,Programming & Design,hyderabad,"it software - application programming , maintenance","it-software, software services",software developer,78.4740613,17.360589,5419,3.0,6.0
senior bi cognos developer,,sql| oracle| cognos| business intelligence| automotive| supply chain| dbmstools| metadata,Programming & Design,mumbai,"it software - dba , datawarehousing","recruitment, staffing",software developer,72.8773928,19.0759899,4428,7.0,12.0
technical support engineer,,technical support| san| veritas| data management| netbackup| windows os| webex| unix operating system| tcp/ip| it infrastructure,Admin/Maintenance/Security/Datawarehousing,pune,it software - other,"it-software, software services",technical support engineer,73.8544541,18.521428,2457,2.0,5.0
senior drupal developer,,drupal| linux| mysql| python| consulting| procurement| monitoring| front end| backend| django,Programming & Design,hyderabad,"it software - application programming , maintenance","it-software, software services",software developer,78.4740613,17.360589,2905,5.0,10.0
pre sales executive,,presales| real estate sales| residential sales| sales executive activities,Pre Sales,pune,"sales , retail , business development","real estate, property",pre sales consultant,73.8544541,18.521428,4474,2.0,4.0
head - sales &amp; strategy (telematics),,b2b sales| team management| kam| commercial vehicle| sales strategy| enterprises sales,Senior Management,gurgaon,"sales , retail , business development","internet, ecommerce",head/vp/gm/national manager -sales,77.00270015,28.42826235,4304,7.0,12.0
content writer required for a monthly magazine,,editing| proof reading| content writer| editor| articles| article writing| content editor| journalism| mass communication| copywriter| associate editor| sub editor| english writing| research| social media,Content Development,"delhi ncr,ghaziabad,noida","journalism , editing , content","media, entertainment, internet",content developer,,,3726,1.0,3.0
sales engineers,,set| eee| interpersonal skills| selling| sales marketing| travel| marketing management| hardware,Retail Sales,chennai,"sales , retail , business development","it-software, software services",sales executive/officer,80.270186,13.0836939,3037,1.0,2.0
senior laravel developer,,mysql| wordpress| javascript| flex| cms| php| html| json| joomla| ajax,Programming & Design,ahmedabad,"it software - application programming , maintenance","it-software, software services",software developer,72.5797068,23.0216238,4403,3.0,5.0
"medical scribe chandigarh mohali noida no fees, salary-26k to 48k",,mbbs| b.sc| biotech| dermatology| rheumatology| ent| bds| medicine| pathology| immunology| medical transcription| radiology| genetics| bams| mds,Drug Regulatory Affairs/Documentation,"chandigarh,mohali,panchkula","medical , healthcare , r&d , pharmaceuticals , biotechnology","medical, healthcare, hospitals",documentation/medical writing,,,3506,0.0,5.0
hub-incharge bangalore,,help desk| customer service| customer relationship| access controls| asset management| vendor management,Logistics,bengaluru,purchase / logistics / supply chain,"recruitment, staffing",logistics manager,77.590082,12.9767936,6376,2.0,3.0
"qa - associate , - business - operations - dm",,qa| data management| gdb| fixed income| data quality| http| operations| python,Programming & Design,mumbai,"it software - application programming , maintenance","advertising, pr, mr, event management",software developer,72.8773928,19.0759899,2065,3.0,5.0
staff nurse,,nursing| nicu| medical | patient care| nurse,Medical Professional,gurgaon,"medical , healthcare , r&d , pharmaceuticals , biotechnology","recruitment, staffing",nurse,77.00270015,28.42826235,1624,2.0,5.0
back office executive|data entry operators|domestic bpo,,back office processing| bpo| part time| data entry| computer operator| backend| non voice| chat process| account| marketing| inbound process,Other,"mumbai,pune","ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",fresher,72.840292,18.9560691,4066,0.0,3.0
sr equity advisor - 5 nos,,shares| market research| communication skills,Investment Banking,ahmedabad,"financial services , banking , investments , insurance","banking, financial services, broking",equity manager,72.5797068,23.0216238,3655,6.0,11.0
data scientist - sql/nosql,,sql| nosql| r| python| scala| data visualization| machine learning| data science| data modeling| algorithm,Analytics & BI,mumbai,analytics & business intelligence,"it-software, software services",data analyst,72.8773928,19.0759899,6276,2.0,6.0
hiring for day shift non voice sal. up to 24k,,international bpo| it helpdesk| freshers| customer care| international voice| call center| customer support| technical helpdesk| service desk| bpo fresher| uk| us| communication skills,Voice,gurgaon,"ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",associate/senior associate -(nontechnical),77.00270015,28.42826235,6458,0.0,4.0
react.js developer,,jquery| mysql| struts| javascript| database| jsf,Programming & Design,pune,"it software - application programming , maintenance","recruitment, staffing",software developer,73.8544541,18.521428,1637,1.0,3.0
requirement in private bank for bde,,business development| sales| bde| new business| business analyst| business development manager| business development executive| senior business analyst| sales manager| banker| private banker| sales officer,Accounts,"delhi ncr,gurgaon,noida","accounts , finance , tax , company secretary , audit","banking, financial services, broking",accounts executive/accountant,,,3331,0.0,2.0
physics- tgt,,counselor| mentor| trainer| advisor| teaching,Subject Teachers (TGT/PGT),delhi,"teaching , education , training , counselling","education, teaching, training",physics teacher,77.2219388,28.6517178,5805,2.0,5.0
technical sales executive -mumbai,,sales engineer| technical sales| sales executive activities,,mumbai,other,"construction, engineering, cement, metals",other,72.8773928,19.0759899,2750,2.0,7.0
urgent opening - hp-ux administrator,,unix,Admin/Maintenance/Security/Datawarehousing,delhi ncr,"it software - application programming , maintenance","it-software, software services",system administrator,77.1212148,28.6882438,5404,3.0,8.0
support executive,,interpersonal skills| direct marketing| it hardware| management| support executive,Sales Support,mumbai,"sales , retail , business development","it-software, software services",telesales/telemarketing executive/officer,72.8773928,19.0759899,4775,1.0,3.0
j. stores - manager,,analytical skills| technical| educational qualification| stores| management| forecasting| electricals| inventory| cables| organization skills,HR/ Recruitment / IR,pune,"hr , recruitment , administration , ir","oil and gas, energy, power, infrastructure",training manager,73.8544541,18.521428,2509,2.0,4.0
product manager,,product management| product pricing| sales| market research| user experience| marketting| asm| tsm| sales manager,Marketing,bengaluru,"marketing , advertising , mr , pr , media planning","banking, financial services, broking",product/brand manager,77.590082,12.9767936,2282,5.0,7.0
draughtsman,,autocad| costing| draughtsman| civil| 3d,Architectural Services,mumbai,"architecture , interior design","recruitment, staffing",draughtsman,72.8773928,19.0759899,5829,5.0,10.0
senior java tech lead - spring boot/ data structure,,java| soa| tdd| saas| j2ee| spring boot| api| algorithm| data structure,Programming & Design,bengaluru,"it software - application programming , maintenance","it-software, software services",team lead/technical lead,77.590082,12.9767936,5901,5.0,10.0
bcom (hiring for top4) internal audit /compliance call vikas,,mba finance| auditing| internal audit| sox| audit compliance| compliance,Accounts,"delhi ncr,gurgaon","accounts , finance , tax , company secretary , audit","accounting, finance",accounts executive/accountant,77.10436033,28.42208445,3807,2.0,7.0
etl datastage developer,,technical management| agile methodology| unit testing| design development| business analytics| big data| sql queries| spark| performance tuning| test case design,Programming & Design,hyderabad,"it software - dba , datawarehousing","it-software, software services",software developer,78.4740613,17.360589,2302,10.0,15.0
technical lead,,css| html5| mysql| javascript| bootstrap| json| node.js| jquery| core php| ajax,Programming & Design,bengaluru,it software - system programming,"it-software, software services",team lead/technical lead,77.590082,12.9767936,5467,6.0,11.0
specialist - dv,,javascript| sql| python| design studio| strategy consulting| front end| big data analytics| qlikview| matlab,Programming & Design,bengaluru,"it software - application programming , maintenance","accounting, finance",software developer,77.590082,12.9767936,6808,4.0,8.0
"office assistant, office boy",,tea| coffee| office assistance| admin| office assistant| computer operator,,mumbai,other,"courier, transportation, freight , warehousing",other,72.8773928,19.0759899,5312,0.0,2.0
mes camster/apriso/hydra engineer,,oracle database| server| vb.net| technical| tools| sql| sql server 2008| database| design| ms.net| application development| test cases| net| deployment| automation| development| c| oracle| testing| specification| vb| quality| application| plsql| pl| support| wip,Programming & Design,mumbai,"it software - application programming , maintenance","it-software, software services",software developer,72.8773928,19.0759899,3187,2.0,6.0
hr pmo professional,,change management| excel| customer satisfaction| project management| relationship building| hr policies| hr| scheduling| visio| stakeholder management,Project Management,pune,it software - other,"it-software, software services",project manager-it/software,73.8544541,18.521428,6556,6.0,9.0
principal consultant,,business solutions| project delivery| conceptualization| green field projects| gap analysis| pdf| regulatory compliance| account mining| delivery lead| oracle retail,System Design/Implementation/ERP/CRM,hyderabad,"it software - application programming , maintenance","it-software, software services",functional outside consultant,78.4740613,17.360589,2833,0.0,4.0
urgent requirment for central processing center- mumbai,,accounting entries| debit| communication skills| finance| document verification| banking| problem solving| open office| dispute management,,mumbai,other,"banking, financial services, broking",other,72.8773928,19.0759899,4855,1.0,6.0
cognos tm1 developer (4 6 years),,sql server 2008| cognos| mvc| side| server| java| asp.net| javascript| problem| developer| asp.net mvc| sql,Programming & Design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,77.590082,12.9767936,3584,6.0,11.0
smart web developer,,java| java| business analysts| development| architects| html| lead developers| sql| xml| design| php| ios development| pl,Programming & Design,delhi,"it software - application programming , maintenance","it-software, software services",software developer,77.2219388,28.6517178,3400,1.0,5.0
manager- compensation and benefits,,vide,HR/ Recruitment / IR,mumbai,"hr , recruitment , administration , ir","media, entertainment, internet",pay roll/compensation manager,72.8773928,19.0759899,1617,10.0,15.0
civil architect,,architect| engineering design| epc| civil,Architectural Services,mumbai,"architecture , interior design","strategy, management consulting firms",architect,72.8773928,19.0759899,4164,5.0,10.0
reconciliation executive,,access controls| technology| asset management| intellectual property| vendor management| crm,Voice,mumbai,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),72.8773928,19.0759899,5777,0.0,2.0
oracle sales cloud developer,,oracle sales,Programming & Design,pune,"it software - application programming , maintenance","it-software, software services",software developer,73.8544541,18.521428,4016,3.0,8.0
opening for sales and marketing_nariman point,,sales| marketing,Retail Sales,"mumbai,mumbai suburbs","sales , retail , business development","banking, financial services, broking",area sales manager,72.9249,19.0637885,3170,2.0,7.0
finance & ops - technical consultant (dynamics ax/365) @ bangalore,,microsoft dynamics ax| strategy implementation| proposal development| business development| resource planning| cost management| enterprise applications| data integrity| microsoft applications| process design| technical consultant,System Design/Implementation/ERP/CRM,bengaluru,"it software - application programming , maintenance","it-software, software services",erp consultant,77.590082,12.9767936,4922,2.0,7.0
business development manager-digital / export,,digital marketing| international sales| international marketing| international business development| business development| export marketing,Institutional Sales,noida,"sales , retail , business development","internet, ecommerce",sales/business development manager,77.3271074,28.5707841,5866,5.0,8.0
sr. software engineer,,unix| pdf| deployment| informatica| oracle| teradata| troubleshooting| data warehousing,Programming & Design,hyderabad,"it software - application programming , maintenance","it-software, software services",software developer,78.4740613,17.360589,1515,4.0,9.0
website designer,,jquery| analytical| wordpress| conceptualization| web designing| photoshop| business executive| css3| ideas,Creative,gurgaon,"design , creative , user experience","it-software, software services",web designer,77.00270015,28.42826235,1946,0.0,2.0
tech caller hiring a huge number of executives.,,outbound| night shift| recruitment| iphone| email| us shift| troubleshooting| technical support| comp| international bpo,Voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),88.35769124,22.5414185,1511,2.0,5.0
